trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
123,False,"{'a': 0.5, 'e': 0.23667603734656428}",20,11,7.571347826971292,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.6735071623235862}",20,0,-38.63487552599675,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
125,False,"{'a': 0.5, 'e': 0.9454402445803316}",30,8,-27.021815856721318,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.9858965815825497}",20,0,-50.28553249792618,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
127,False,"{'a': 0.5, 'e': 0.784971051068018}",30,0,-61.29841870985353,"{0: 22, 1: 1, 2: 6, 3: 1, 4: 0}",0
128,False,"{'a': 0.5, 'e': 0.39185723042955}",20,9,0.461689885222774,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.0971969067167568}",20,13,1.1079041485021193,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.562453851238172}",30,17,-18.072011851239036,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.8900024767126464}",30,0,-127.02402314247568,"{0: 14, 1: 7, 2: 8, 3: 1, 4: 0}",0
132,False,"{'a': 0.5, 'e': 0.99964745596635}",20,0,-70.81970865912834,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
133,False,"{'a': 0.5, 'e': 0.8645438740756395}",25,0,-126.47125619132618,"{0: 16, 1: 0, 2: 5, 3: 3, 4: 1}",0
134,False,"{'a': 0.5, 'e': 0.5177697997895051}",30,13,3.6842683068935296,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.04422762066183891}",25,16,16.35067467738502,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.4401430224960407}",20,11,-9.980217356630114,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.8167513032223337}",20,3,-19.853053841107982,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
